Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19
2750850;Middenmeer;Middenmeer;;5280667;499861;P;PPL;NL;;7;1911;;;3155;;-3;Europe/Amsterdam;17/10/2017
2750851;Middenkous;Middenkous;;5190454;444886;H;DCKB;NL;;11;;;;0;;2;Europe/Amsterdam;25/09/2009
2750852;Middenketel;Middenketel;;5140112;418651;S;BCN;NL;;10;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2750853;Middenhoofdvaart;Middenhoofdvaart;;5298333;591667;H;CNL;NL;;2;;;;0;;-2;Europe/Amsterdam;08/01/1994
2750854;Middenhoeve;Middenhoeve;;5176643;471474;S;FRM;NL;;11;505;;;0;;-1;Europe/Amsterdam;04/06/2011
2750855;Midden Heerenduin;Midden Heerenduin;;5244858;46122;L;RESN;NL;;7;453;;;0;;14;Europe/Amsterdam;14/10/2010
2750856;Midden-Eierland;Midden-Eierland;;5312917;486111;P;PPL;NL;;7;448;;;0;;-1;Europe/Amsterdam;03/06/2007
2750857;Middenduin;Middenduin;;5239429;458507;T;DUNE;NL;;7;;;;0;;10;Europe/Amsterdam;19/04/2011
2750858;Middendorp;Middendorp;Middendorp,Midendorp,Мидендорп,Міддендорп;5266333;69;P;PPL;NL;;1;114;;;0;;16;Europe/Amsterdam;03/06/2007
2750859;Middendorp;Middendorp;;5264083;701944;P;PPL;NL;;1;114;;;0;;18;Europe/Amsterdam;03/06/2007
2750860;Middenbuurt;Middenbuurt;;5273333;608333;P;PPL;NL;;15;1708;;;0;;-3;Europe/Amsterdam;04/06/2011
2750861;Middenbeemster;Middenbeemster;;5254917;49125;P;PPL;NL;;7;439;;;4070;;-2;Europe/Amsterdam;30/09/2022
2750862;Middel-Zwakepolder;Middel-Zwakepolder;;5144948;389349;T;PLDR;NL;;10;;;;0;;-2;Europe/Amsterdam;19/04/2011
2750863;Middelvliet;Middelvliet;Middelvliet,Middenvliet,Middlevliet,Zuidvliet;5192216;425308;H;CNL;NL;;11;;;;0;;2;Europe/Amsterdam;17/01/2012
2750864;Middelveen;Middelveen;;526575;642222;P;PPL;NL;;1;1690;;;0;;7;Europe/Amsterdam;03/06/2007
2750865;Middelveen;Middelveen;;5310873;659528;H;PND;NL;;1;;;;0;;3;Europe/Amsterdam;19/04/2011
2750866;Middel Tiend;Middel Tiend;;5152887;479221;H;STM;NL;;6;;;;0;;4;Europe/Amsterdam;19/04/2011
2750868;Middelstum;Middelstum;;5334667;664167;P;PPL;NL;;4;1979;;;2105;;4;Europe/Amsterdam;05/07/2021
2750869;Middelsluis;Middelsluis;Middelsluis,میدل‌اسلایس;517425;444167;P;PPL;NL;;11;1963;;;1060;;0;Europe/Amsterdam;20/01/2019
2750870;Middelrode;Middelrode;;5166417;541944;P;PPL;NL;;6;845;;;1465;;7;Europe/Amsterdam;24/03/2017
2750871;Middelplaten;Middelplaten;;5154528;37556;L;RESN;NL;;10;;;;0;;-1;Europe/Amsterdam;19/04/2011
2750872;Middelplaat;Middelplaat;;5295871;498589;H;FLTT;NL;;7;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2750873;Middelplaat;Middelplaat;;5175005;381503;H;FLTT;NL;;11;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2750874;Middelplaat;Middelplaat;;5163333;371667;H;FLTT;NL;;10;;;;0;;2;Europe/Amsterdam;08/01/1994
2750875;Middelplaat;Middelplaat;;5154433;40253;H;FLTT;NL;;10;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2750876;Middelplaat;Middelplaat;;5136211;381181;H;FLTT;NL;;10;;;;0;;-9999;Europe/Amsterdam;19/04/2011
2750877;Polder Middelland;Polder Middelland;;5156908;407734;T;PLDR;NL;;10;;;;0;;-4;Europe/Amsterdam;19/04/2011
2750878;Polder Middelkoop;Polder Middelkoop;;5193214;505359;T;PLDR;NL;;11;;;;0;;-2;Europe/Amsterdam;19/04/2011
2750879;Middelkoop;Middelkoop;Middelkoop,میدل‌کوپ;5192333;505278;P;PPL;NL;;9;1961;;;370;;-1;Europe/Amsterdam;20/01/2019
2750880;Middelijk;Middelijk;Middeldijk;5146667;603333;P;PPLL;NL;;5;1507;;;0;;23;Europe/Amsterdam;04/01/2009
2750881;Middelie;Middelie;;5253233;501835;P;PPL;NL;;7;385;;;685;;0;Europe/Amsterdam;17/10/2017
2750882;Middelhart;Middelhart;;5234179;57605;V;FRST;NL;;3;;;;0;;25;Europe/Amsterdam;19/04/2011
2750883;Gemeente Middelharnis;Gemeente Middelharnis;Gemeente Middelharnis,Middelharnis;5175;415;A;ADM2H;NL;;11;559;;;17950;;1;Europe/Amsterdam;05/07/2013
2750884;Middelharnis;Middelharnis;Menheerse,Middelharnis,Middelkharnis,Midelharnis,mi de er ha ni si,Мидделхарнис,Միդելհարնիս,米德尔哈尼斯;517575;416528;P;PPL;NL;;11;1924;;;17554;;2;Europe/Amsterdam;17/10/2017
2750885;Middelgronden;Middelgronden;;5302094;528033;H;SHOL;NL;;2;;;;0;;0;Europe/Amsterdam;19/04/2011
2750886;Middelgat;Middelgat;;5143282;392967;H;CHNM;NL;;10;;;;0;;-9999;Europe/Amsterdam;06/02/2026
2750887;Middelegalementsloot;Middelegalementsloot;;5275;466667;H;CNL;NL;;7;;;;0;;-2;Europe/Amsterdam;08/01/1994
2750888;Middeldijk;Middeldijk;;5185;451667;P;PPL;NL;;11;489;;;0;;1;Europe/Amsterdam;06/01/2009
2750889;Schokland;Schokland;Schokland;5263481;577739;P;PPL;NL;;16;171;;;8;;-3;Europe/Amsterdam;20/02/2024
2750890;Middelbuurt;Middelbuurt;De Middel Buurt;52;556667;P;PPLL;NL;;9;345;;;0;;7;Europe/Amsterdam;14/04/2012
2750891;Kanaal door Walcheren (Middelburg-Veersche Watergang);Kanaal door Walcheren (Middelburg-Veersche Watergang);;5152161;366206;H;STMC;NL;;10;717;;;0;;-1;Europe/Amsterdam;11/11/2015
2750892;Middelburgsche Polder;Middelburgsche Polder;;5148749;366785;T;PLDR;NL;;10;;;;0;;0;Europe/Amsterdam;19/04/2011
2750893;Middelburgsche Brug;Middelburgsche Brug;;5204308;468735;S;BDG;NL;;11;627;;;0;;-3;Europe/Amsterdam;06/07/2021
2750894;Gemeente Middelburg;Gemeente Middelburg;Gemeente Middelburg,Middelburg,bldyt mdlbwrkh,mdlbwrkh,بلدية مدلبورخ,مدلبورخ;5149719;365459;A;ADM2;NL;;10;687;;;48303;;0;Europe/Amsterdam;12/04/2020
2750895;Middelburg;Middelburg;Middelburg,mydlbrg,میدلبرگ;5205667;468194;P;PPL;NL;;11;1901;;;260;;-3;Europe/Amsterdam;24/03/2017
2750896;Middelburg;Middelburg;Medioburgum,Middelbourg,Middelburch,Middelburg,Midehlburg,Midelb'org,Midelburg,Midelburgas,Midelburgo,Mintelmpourch,mdlbwrkh,mi de er bao,midelbwileuheu,mideruburufu,mydylbwrkh,Μίντελμπουρχ,Мидделбург,Миделбург,Миделбьорг,Мідделбург,Мідэлбург,مدلبورخ,ميديلبورخ,میدل‌بورخ,ミデルブルフ,米德尔堡,미델뷔르흐;515;361389;P;PPLA;NL;;10;687;;;46485;;8;Europe/Amsterdam;12/04/2020
2750897;Middelburg;Middelburg;;5220133;611428;S;EST;NL;;3;285;;;0;;7;Europe/Amsterdam;04/06/2011
2750898;Middelburen;Middelburen;Middelbuorren,Middelburen;5313237;602943;P;PPL;NL;;2;90;;;0;;2;Europe/Amsterdam;17/01/2012
2750899;Middelburen;Middelburen;Middelburen;5296434;620985;P;PPL;NL;;2;85;;;0;;3;Europe/Amsterdam;15/04/2019
2750900;Polder Middelbroek;Polder Middelbroek;;5193227;497837;T;PLDR;NL;;11;;;;0;;-2;Europe/Amsterdam;19/04/2011
2750901;Polder Middelblok;Polder Middelblok;;5199059;470652;T;PLDR;NL;;11;;;;0;;-3;Europe/Amsterdam;19/04/2011
2750902;Middelbert;Middelbert;;5322167;663611;P;PPL;NL;;4;14;;;105;;1;Europe/Amsterdam;24/03/2017
2750903;Middelbeers;Middelbeers;;5146667;525;P;PPL;NL;;6;823;;;2715;;20;Europe/Amsterdam;24/03/2017
2750904;Middelbeek;Middelbeek;;5225;551667;H;CNL;NL;;3;;;;0;;-2;Europe/Amsterdam;08/01/1994
2750905;Middelaar;Middelaar;;51725;591528;P;PPL;NL;;5;944;;;0;;12;Europe/Amsterdam;17/10/2017
2750906;Middel;Middel;;5247833;4775;P;PPL;NL;;7;479;;;90;;0;Europe/Amsterdam;24/03/2017
2750907;Middel;Middel;Middele,Middeler Veld;5234404;618067;P;PPL;NL;;15;1773;;;315;;4;Europe/Amsterdam;24/03/2017
2750908;Middachterbosschen;Middachterbosschen;;5203333;606667;V;FRST;NL;;3;;;;0;;69;Europe/Amsterdam;08/01/1994
2750909;Middachterbeek;Middachterbeek;;5202593;610536;H;STM;NL;;3;;;;0;;4;Europe/Amsterdam;19/04/2011
2750910;Kasteel Middachten;Kasteel Middachten;;5201906;606962;S;CSTL;NL;;3;275;;;0;;13;Europe/Amsterdam;04/06/2011
2750911;Midbuul;Midbuul;;512625;557361;P;PPL;NL;;6;1706;;;0;;32;Europe/Amsterdam;03/06/2007
2750913;Mheer;Mheer;Maer,Meehr,Meer;5078;579167;P;PPL;NL;;5;1903;;;935;;161;Europe/Amsterdam;17/10/2017
2750914;Meuluntersche Beek;Meuluntersche Beek;;5211755;563453;H;STM;NL;;3;;;;0;;11;Europe/Amsterdam;19/04/2011
2750915;Meulunteren;Meulunteren;;5210833;564028;P;PPL;NL;;3;228;;;0;;16;Europe/Amsterdam;03/06/2007
2750916;Meuleman;Meuleman;;5235;701667;L;LCTY;NL;;15;168;;;0;;33;Europe/Amsterdam;16/08/2017
2750917;Metworstsloot;Metworstsloot;;529;596667;H;CNL;NL;;2;;;;0;;-2;Europe/Amsterdam;08/01/1994
2750918;Mettenijepolder;Mettenijepolder;;513722;346032;T;PLDR;NL;;10;;;;0;;0;Europe/Amsterdam;19/04/2011
2750919;Mitselwier;Mitselwier;Mitselwier;5335987;606703;P;PPL;NL;;2;1970;;;885;;1;Europe/Amsterdam;23/09/2024
2750920;Meterik;Meterik;;51455;6025;P;PPL;NL;;5;1507;;;705;;27;Europe/Amsterdam;17/10/2017
2750921;Meteren;Meteren;;51865;528333;P;PPL;NL;;3;1960;;;3855;;5;Europe/Amsterdam;20/01/2019
2750922;Metbroek;Metbroek;Metbroek,Metbroekbosch;530205;709295;L;RESN;NL;;4;;;;0;;7;Europe/Amsterdam;17/01/2012
2750923;Mesthoek;Mesthoek;;515;455;L;LCTY;NL;;6;840;;;0;;12;Europe/Amsterdam;16/08/2017
2750924;Messchenveld;Messchenveld;;5303288;658486;L;LCTY;NL;;1;106;;;0;;9;Europe/Amsterdam;16/08/2017
2750925;Meskenwiersterveld;Meskenwiersterveld;;5304507;579707;L;LCTY;NL;;2;1940;;;0;;-1;Europe/Amsterdam;16/08/2017
2750926;Mesch;Mesch;;5076417;573333;P;PPL;NL;;5;1903;;;345;;69;Europe/Amsterdam;24/03/2017
2750927;Merwehaven;Merwehaven;;5190964;441434;H;DCK;NL;;11;;;;0;;4;Europe/Amsterdam;01/10/2014
2750928;Merwedekanaal;Merwedekanaal;Zederik Kanaal;5208742;509431;H;CNL;NL;;0;;;;0;;4;Europe/Amsterdam;23/08/2009
2750929;Merwedehaven;Merwedehaven;Eerste Merwedehaven,Tweede Merwedehaven;5181901;471056;H;DCKB;NL;;11;;;;0;;3;Europe/Amsterdam;29/09/2009
2750930;Merwede;Merwede;Merwe,Merwede;5182188;467211;H;STM;NL;;0;;;;0;;1;Europe/Amsterdam;10/01/2011
2750931;Merum;Merum;;5331667;675833;P;PPL;NL;;4;1979;;;0;;1;Europe/Amsterdam;05/07/2021
2750932;Merum;Merum;;5117333;595972;P;PPL;NL;;5;957;;;2145;;27;Europe/Amsterdam;24/03/2017
2750933;Merselo;Merselo;Meerselo;5153;592778;P;PPL;NL;;5;984;;;1120;;26;Europe/Amsterdam;17/10/2017
2750934;Mermse Brug;Mermse Brug;;5190557;587548;S;BDG;NL;;3;1705;;;0;;9;Europe/Amsterdam;04/06/2011
2750935;Merm;Merm;;5190667;585833;P;PPLX;NL;;3;1734;;;0;;8;Europe/Amsterdam;31/10/2007
2750936;Merlenberg;Merlenberg;;5145833;5825;P;PPL;NL;;6;762;;;0;;30;Europe/Amsterdam;03/06/2007
2750938;Merkelbeek;Merkelbeek;;5095389;594069;P;PPL;NL;;5;1954;;;1720;;101;Europe/Amsterdam;20/01/2019
2750939;Merenwijk;Merenwijk;;5217655;450885;P;PPLX;NL;;11;546;;;16500;;1;Europe/Amsterdam;27/12/2016
2750940;Merduinen;Merduinen;;513991;434702;L;LCTY;NL;;6;873;;;0;;13;Europe/Amsterdam;16/08/2017
2750941;Mercuriushaven;Mercuriushaven;;524;486667;H;DCK;NL;;7;;;;0;;-1;Europe/Amsterdam;01/10/2014
2750942;Mepperveld;Mepperveld;;5279323;666378;L;LCTY;NL;;1;109;;;0;;15;Europe/Amsterdam;16/08/2017
2750943;Mepperdennen;Mepperdennen;;5278548;668595;V;FRST;NL;;1;;;;0;;24;Europe/Amsterdam;19/04/2011
2750944;Meppen;Meppen;;527825;669583;P;PPL;NL;;1;109;;;305;;19;Europe/Amsterdam;17/10/2017
2750945;Meppelerdiep;Meppelerdiep;;526628;610303;H;STMC;NL;;15;;;;0;;0;Europe/Amsterdam;19/04/2011
2750946;Gemeente Meppel;Gemeente Meppel;Gemeente Meppel,Giethoorn,Meppel,Meppel Municipality,Wanneperveen;5270885;619727;A;ADM2;NL;;1;119;;;33410;;1;Europe/Amsterdam;08/08/2023
2750947;Meppel;Meppel;Meppel,Меппел;5269583;619444;P;PPL;NL;;1;119;;;30697;;2;Europe/Amsterdam;17/10/2017
2750948;Menzel;Menzel;;5169583;558194;P;PPL;NL;;6;1721;;;0;;14;Europe/Amsterdam;03/06/2007
2750949;Mentinckbosch;Mentinckbosch;;5198333;668333;S;EST;NL;;3;294;;;0;;35;Europe/Amsterdam;04/06/2011
2750950;Mensingeweersterloopdiep;Mensingeweersterloopdiep;;5334015;64912;H;CNL;NL;;4;;;;0;;-1;Europe/Amsterdam;12/12/2010
2750951;Mensingeweer;Mensingeweer;;5335167;646528;P;PPL;NL;;4;1966;;;135;;1;Europe/Amsterdam;20/01/2019
2750952;Mensinge;Mensinge;;531237;643687;L;RESN;NL;;1;;;;0;;9;Europe/Amsterdam;19/04/2011
2750953;Mensfort;Mensfort;;5145;546667;P;PPLX;NL;;6;772;;;0;;20;Europe/Amsterdam;04/06/2011
2750954;Mensediep;Mensediep;;5316667;691667;H;CNL;NL;;4;;;;0;;-3;Europe/Amsterdam;08/01/1994
2750955;Mennonietenbuurt;Mennonietenbuurt;;5275448;467215;P;PPL;NL;;7;441;;;0;;0;Europe/Amsterdam;09/06/2013
2750956;Mennonietenbuurt;Mennonietenbuurt;;5223333;483333;P;PPL;NL;;9;736;;;480;;5;Europe/Amsterdam;24/03/2017
2750957;Polder de Menningweer;Polder de Menningweer;;5258955;482569;T;PLDR;NL;;7;;;;0;;-3;Europe/Amsterdam;19/04/2011
2750958;Menkeweerstertocht;Menkeweerstertocht;;5333697;65851;H;CNL;NL;;4;;;;0;;-3;Europe/Amsterdam;12/12/2010
2750959;Menkeweer;Menkeweer;;5334119;658302;P;PPL;NL;;4;1966;;;0;;1;Europe/Amsterdam;20/01/2019
2750960;Menkeweer;Menkeweer;;5335119;659059;L;LCTY;NL;;4;1966;;;0;;-3;Europe/Amsterdam;20/01/2019
2750961;Menkemaborg;Menkemaborg;Menkema;5340556;668222;S;CSTL;NL;;4;1966;;;0;;8;Europe/Amsterdam;20/01/2019
2750962;Meneerscheplaat;Meneerscheplaat;;5178333;418333;H;FLTT;NL;;11;;;;0;;-9999;Europe/Amsterdam;08/01/1994
2750963;Menamer Feart;Menamer Feart;;5321014;567924;H;CNL;NL;;2;;;;0;;-2;Europe/Amsterdam;17/08/2009
2750965;Menaam;Menaam;Menaam,Menaldum;5321797;566124;P;PPL;NL;;2;1949;;;2682;;0;Europe/Amsterdam;20/01/2019
2750966;Memelinkhoeve;Memelinkhoeve;;5213333;573333;S;FRM;NL;;3;228;;;0;;19;Europe/Amsterdam;04/06/2011
2750967;Melopolder;Melopolder;;5134052;409574;T;PLDR;NL;;10;;;;0;;-2;Europe/Amsterdam;19/04/2011
2750968;Melleschet;Melleschet;;5078917;595417;P;PPL;NL;;5;981;;;0;;161;Europe/Amsterdam;03/06/2007
2750969;Melle;Melle;;5166244;563367;P;PPL;NL;;6;1991;;;4225;;18;Europe/Amsterdam;30/09/2022
2750970;Melkvaart;Melkvaart;;5305539;541344;H;CNL;NL;;2;;;;0;;0;Europe/Amsterdam;19/04/2011
2750971;Melksloot;Melksloot;;5271581;519559;H;CNL;NL;;7;;;;0;;-4;Europe/Amsterdam;13/12/2010
2750972;Melissant;Melissant;Melissand;5177;407083;P;PPL;NL;;11;1924;;;0;;-1;Europe/Amsterdam;17/10/2017
2750973;Meliskerksche Watergang;Meliskerksche Watergang;;5148613;355222;H;STMC;NL;;10;;;;0;;0;Europe/Amsterdam;19/04/2011
2750974;Meliskerke;Meliskerke;;5151417;350972;P;PPL;NL;;10;717;;;1225;;2;Europe/Amsterdam;17/10/2017
2750975;Meliestraat;Meliestraat;;517;523333;P;PPL;NL;;6;797;;;0;;3;Europe/Amsterdam;04/06/2011
2750976;Melickerheide;Melickerheide;;5117424;604263;V;HTH;NL;;5;;;;0;;29;Europe/Amsterdam;19/04/2011
2750978;Melick;Melick;Melik;5115917;601667;P;PPL;NL;;5;1669;;;3650;;28;Europe/Amsterdam;17/10/2017
2750979;Melderslo;Melderslo;;5146167;608611;P;PPL;NL;;5;1507;;;1175;;26;Europe/Amsterdam;17/10/2017
2750980;Melanen;Melanen;;5152043;428911;H;LK;NL;;6;;;;0;;5;Europe/Amsterdam;09/10/2009
2750981;Mekkelhorst;Mekkelhorst;;5235833;701944;P;PPL;NL;;15;168;;;0;;29;Europe/Amsterdam;03/06/2007
2750982;Mekkelholt;Mekkelholt;;5223645;689058;P;PPLX;NL;;15;153;;;2585;;39;Europe/Amsterdam;24/03/2017
2750983;Mekkelenberg;Mekkelenberg;;5237306;672349;L;LCTY;NL;;15;183;;;0;;14;Europe/Amsterdam;16/08/2017
2750984;Meinweg;Meinweg;Meinweg,Meynweg;5117369;617938;L;RESN;NL;;5;;;;0;;82;Europe/Amsterdam;17/01/2012
2750985;Polder Meinesloot-Akkrumerrak;Polder Meinesloot-Akkrumerrak;;5303333;581667;T;PLDR;NL;;2;;;;0;;-2;Europe/Amsterdam;08/01/1994
2750986;Meinesloot;Meinesloot;;5304498;5814;H;CNL;NL;;2;;;;0;;-2;Europe/Amsterdam;13/12/2010
2750987;Meindersveen;Meindersveen;;5293398;673222;L;LCTY;NL;;1;1681;;;0;;27;Europe/Amsterdam;16/08/2017
2750988;Meilahuizen;Meilahuizen;;5309338;564234;P;PPL;NL;;2;1900;;;0;;-1;Europe/Amsterdam;20/01/2019
2750989;Meijsberg;Meijsberg;;515;487361;P;PPL;NL;;6;1723;;;0;;14;Europe/Amsterdam;03/06/2007
2750990;Meijndertsloot;Meijndertsloot;;5271597;526794;H;CNL;NL;;7;;;;0;;-1;Europe/Amsterdam;13/12/2010
2750991;Meijepolder;Meijepolder;;52107;478829;T;PLDR;NL;;11;;;;0;;-4;Europe/Amsterdam;19/04/2011
2750992;Meijendel;Meijendel;Meiendel,Meijendel;5212714;433458;L;PRK;NL;;11;629;;;0;;10;Europe/Amsterdam;16/08/2017
2750993;Meijelsedijk;Meijelsedijk;Meijelsche Dijk;5131715;581254;P;PPLL;NL;;5;946;;;0;;32;Europe/Amsterdam;04/01/2009
2750995;Meijel;Meijel;Mael,Meiel;5134417;588472;P;PPL;NL;;5;1894;;;5180;;37;Europe/Amsterdam;17/10/2017
2750996;Meije;Meije;;521;473333;H;STM;NL;;0;;;;0;;-3;Europe/Amsterdam;08/01/1994
2750997;Meije;Meije;De Meie,De Meije,De Mije,Mije;5212167;479306;P;PPL;NL;;11;1901;;;370;;-1;Europe/Amsterdam;24/03/2017
2750998;Meierij van ’s-Hertogenbosch;Meierij van 's-Hertogenbosch;De Meierij,Meierij,Meierij van 's-Hertogenbosch,Meierij van ’s-Hertogenbosch;5158333;533333;L;RGN;NL;;6;;;;0;;8;Europe/Amsterdam;10/06/2020
2750999;Meiberg;Meiberg;Meiberg;518103;591143;T;HLL;NL;;3;1945;;;0;;98;Europe/Amsterdam;04/12/2018
2751000;Meibeek;Meibeek;;520986;649652;H;STM;NL;;3;;;;0;;17;Europe/Amsterdam;10/01/2011
2751002;Megen;Megen;;5182167;55625;P;PPL;NL;;6;828;;;1520;;7;Europe/Amsterdam;17/10/2017
2751003;Megelsum;Megelsum;;515125;610278;P;PPL;NL;;5;1507;;;0;;16;Europe/Amsterdam;18/08/2010
2751004;Megchelen;Megchelen;Mechelen;5183833;639306;P;PPL;NL;;3;1509;;;615;;19;Europe/Amsterdam;17/10/2017
2751005;Meezenbroek;Meezenbroek;Meezenbroek;508968;599051;P;PPLX;NL;;5;917;;;2910;;111;Europe/Amsterdam;04/12/2018
2751006;Meeven;Meeven;;5145955;43157;H;PND;NL;;6;;;;0;;21;Europe/Amsterdam;19/04/2011
2751007;Meeuwven;Meeuwven;;5138333;55;H;MRSH;NL;;6;;;;0;;25;Europe/Amsterdam;08/01/1994
2751008;Meeuwerheide;Meeuwerheide;;5167422;556405;L;LCTY;NL;;6;1721;;;0;;12;Europe/Amsterdam;16/08/2017
2751009;Meeuwenveen;Meeuwenveen;;5263333;638333;V;HTH;NL;;1;;;;0;;3;Europe/Amsterdam;08/01/1994
2751010;Meeuwenvallei;Meeuwenvallei;;5325844;494745;T;DUNE;NL;;2;;;;0;;3;Europe/Amsterdam;18/08/2009
2751011;Meeuwentocht;Meeuwentocht;;5240252;552394;H;CNL;NL;;16;;;;0;;-5;Europe/Amsterdam;19/04/2011
2751013;Meeuwenplassen;Meeuwenplassen;;5286283;669583;H;PND;NL;;1;;;;0;;16;Europe/Amsterdam;01/10/2014
2751014;Meeuwenplas;Meeuwenplas;;5288565;627907;H;PND;NL;;1;;;;0;;5;Europe/Amsterdam;19/04/2011
2751015;Meeuwenplas;Meeuwenplas;;5282426;679339;H;PND;NL;;1;;;;0;;23;Europe/Amsterdam;19/04/2011
2751016;Meeuwenplas;Meeuwenplas;;5280058;639027;H;PND;NL;;1;;;;0;;11;Europe/Amsterdam;01/10/2009
2751017;Meeuwenplaat;Meeuwenplaat;Meeuwenplaat;5185475;435765;P;PPL;NL;;11;599;;;0;;0;Europe/Amsterdam;17/01/2012
2751018;Meeuwenmeer;Meeuwenmeer;;5295831;650709;H;LK;NL;;1;;;;0;;13;Europe/Amsterdam;19/04/2011
2751019;Meeuwenduinen;Meeuwenduinen;Meeuwenduins;5326383;495655;T;DUNE;NL;;2;;;;0;;4;Europe/Amsterdam;18/08/2009
2751020;Meeuwenduin;Meeuwenduin;;5253333;463333;L;RESN;NL;;7;;;;0;;6;Europe/Amsterdam;08/01/1994
2751021;Meeuwen;Meeuwen;;5172917;501111;P;PPL;NL;;6;1959;;;711;;2;Europe/Amsterdam;30/08/2021
2751022;Meesterswijk;Meesterswijk;;53;643333;H;CNL;NL;;1;;;;0;;9;Europe/Amsterdam;08/01/1994
2751023;Meesterplak;Meesterplak;;5340032;52673;H;MRSH;NL;;2;;;;0;;2;Europe/Amsterdam;12/12/2010
2751024;Meerzicht;Meerzicht;Meerzicht;5205784;446832;P;PPLX;NL;;11;637;;;0;;-1;Europe/Amsterdam;01/02/2012
2751025;Meerwijk;Meerwijk;;5181667;591667;P;PPL;NL;;3;1945;;;0;;98;Europe/Amsterdam;13/04/2017
2751026;Meerwijk;Meerwijk;;5173022;526159;P;PPL;NL;;6;796;;;0;;1;Europe/Amsterdam;01/02/2008
2751027;Meerwijk;Meerwijk;;5313285;614688;H;CNL;NL;;2;;;;0;;3;Europe/Amsterdam;19/04/2011
2751028;Meerven;Meerven;;5144;526667;P;PPL;NL;;6;770;;;0;;22;Europe/Amsterdam;03/06/2007
2751029;Meerven;Meerven;;5151561;455279;L;LCTY;NL;;6;840;;;0;;13;Europe/Amsterdam;16/08/2017
2751030;Meerveldhoven;Meerveldhoven;Meerveldhoven,Mereveldhoven;5141705;541618;P;PPLX;NL;;6;861;;;2360;;22;Europe/Amsterdam;24/03/2017
2751031;Meervelderbosch;Meervelderbosch;;5223406;581642;V;FRST;NL;;3;;;;0;;65;Europe/Amsterdam;19/04/2011
2751032;Meerveld;Meerveld;;5223333;576944;P;PPL;NL;;3;200;;;0;;29;Europe/Amsterdam;03/06/2007
2751033;Meertenwei;Meertenwei;Meertenwei,Mertenvej,Мертенвей;51935;552222;P;PPL;NL;;3;214;;;0;;5;Europe/Amsterdam;03/06/2007
2751034;Meerten;Meerten;Meerten,Merten,myrtn,Мертен,میرتن;5193917;552222;P;PPL;NL;;3;214;;;0;;6;Europe/Amsterdam;03/06/2007
2751035;Meerssenhove;Meerssenhove;;5088333;571667;S;EST;NL;;5;935;;;0;;50;Europe/Amsterdam;04/06/2011
2751036;Gemeente Meerssen;Gemeente Meerssen;Gemeente Meerssen,Meerssen,Meerssen Municipality;5089518;575711;A;ADM2;NL;;5;938;;;18923;;107;Europe/Amsterdam;07/08/2023
2751037;Meerssen;Meerssen;Meersen,Meersje,Meerssen;508875;575;P;PPL;NL;;5;938;;;5650;;60;Europe/Amsterdam;17/10/2017
2751038;Meersenhof;Meersenhof;;5156626;615185;S;EST;NL;;5;893;;;0;;20;Europe/Amsterdam;04/06/2011
2751039;Meersche Duinen;Meersche Duinen;;5139993;439203;T;DUNE;NL;;6;;;;0;;21;Europe/Amsterdam;19/04/2011
2751040;Meers;Meers;Groot Meers,Grwoat Meas;5096167;574167;P;PPL;NL;;5;971;;;870;;38;Europe/Amsterdam;24/03/2017
2751042;Meerlo;Meerlo;Meerloo;5151333;608472;P;PPL;NL;;5;1507;;;1605;;20;Europe/Amsterdam;17/10/2017
2751043;Meerlebroek;Meerlebroek;;5125745;608781;P;PPL;NL;;5;889;;;0;;25;Europe/Amsterdam;19/04/2011
2751044;Meerlandswatering;Meerlandswatering;;532;686667;H;CNL;NL;;4;;;;0;;-3;Europe/Amsterdam;08/01/1994
2751045;Meerland;Meerland;;5317833;704444;P;PPL;NL;;4;1895;;;175;;-4;Europe/Amsterdam;24/03/2017
2751046;Meerkoetentocht;Meerkoetentocht;;5244117;547901;H;CNL;NL;;16;;;;0;;-2;Europe/Amsterdam;19/04/2011
2751048;Meerkerk;Meerkerk;;5192;499444;P;PPL;NL;;9;1961;;;0;;0;Europe/Amsterdam;20/01/2019
2751049;Meergraaf;Meergraaf;;5183449;566023;H;CNL;NL;;3;;;;0;;6;Europe/Amsterdam;19/04/2011
2751050;Meerestein;Meerestein;;5249939;46659;P;PPLX;NL;;7;375;;;0;;5;Europe/Amsterdam;04/06/2011
2751051;Meerenbroek;Meerenbroek;;5196083;622778;P;PPL;NL;;3;222;;;0;;11;Europe/Amsterdam;03/06/2007
2751052;Meeren;Meeren;;516875;575556;P;PPL;NL;;6;1982;;;0;;19;Europe/Amsterdam;30/09/2022
2751053;Meerdink;Meerdink;;5191707;671278;S;EST;NL;;3;294;;;0;;49;Europe/Amsterdam;04/06/2011
2751054;Meerburgerwetering;Meerburgerwetering;Meerburgerwatering,Meerburgerwetering,Meerburgse Wetering;521;446667;H;CNL;NL;;11;;;;0;;-5;Europe/Amsterdam;17/01/2012
